arabic_word,normalized_arabic,phonetic_word,simple_latin
فَتَكُونَ,فتكون,fatakoona,ftkwn
مِنَ,من,mina,mn
ٱلْخَٰسِرِينَ,الخاسرين,alkhasireena,alkhasryn
إِنَّ,ان,Inna,an
ٱلَّذِينَ,الذين,allatheena,aldhyn
حَقَّتْ,حقت,haqqat,hqt
عَلَيْهِمْ,عليهم,AAalayhim,alyhm
كَلِمَتُ,كلمت,kalimatu,klmt
رَبِّكَ,ربك,rabbika,rbk
لَا,لا,la,la
يُؤْمِنُونَ,يومنون,yuminoona,ywmnwn
وَلَوْ,ولو,Walaw,wlw
جَآءَتْهُمْ,جاءتهم,jaathum,jaathm
كُلُّ,كل,kullu,kl
ءَايَةٍ,ءايه,ayatin,aayh
حَتَّىٰ,حتيا,hatta,htya
يَرَوُا,يروا,yarawoo,yrwa
ٱلْعَذَابَ,العذاب,alAAathaba,aladhab
ٱلْأَلِيمَ,الاليم,alaleema,alalym
فَلَوْلَا,فلولا,Falawla,flwla
كَانَتْ,كانت,kanat,kant
قَرْيَةٌ,قريه,qaryatun,qryh
ءَامَنَتْ,ءامنت,amanat,aamnt
فَنَفَعَهَآ,فنفعها,fanafaAAaha,fnfaha
إِيمَٰنُهَآ,ايمانها,eemanuha,aymanha
إِلَّا,الا,illa,ala
قَوْمَ,قوم,qawma,qwm
يُونُسَ,يونس,yoonusa,ywns
لَمَّآ,لما,lamma,lma
ءَامَنُوا,ءامنوا,amanoo,aamnwa
كَشَفْنَا,كشفنا,kashafna,kshfna
عَنْهُمْ,عنهم,AAanhum,anhm
عَذَابَ,عذاب,AAathaba,adhab
ٱلْخِزْىِ,الخزي,alkhizyi,alkhzy
فِى,في,fee,fy
ٱلْحَيَوٰةِ,الحيواه,alhayati,alhywah
ٱلدُّنْيَا,الدنيا,alddunya,aldnya
وَمَتَّعْنَٰهُمْ,ومتعناهم,wamattaAAnahum,wmtanahm
إِلَىٰ,اليا,ila,alya
حِينٍ,حين,heenin,hyn
وَلَوْ,ولو,Walaw,wlw
شَآءَ,شاء,shaa,shaa
رَبُّكَ,ربك,rabbuka,rbk
لَءَامَنَ,لءامن,laamana,laamn
مَن,من,man,mn
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
كُلُّهُمْ,كلهم,kulluhum,klhm
جَمِيعًا,جميعا,jameeAAan,jmyaa
أَفَأَنتَ,افانت,afaanta,afant
تُكْرِهُ,تكره,tukrihu,tkrh
ٱلنَّاسَ,الناس,alnnasa,alnas
حَتَّىٰ,حتيا,hatta,htya
يَكُونُوا,يكونوا,yakoonoo,ykwnwa
مُؤْمِنِينَ,مومنين,mumineena,mwmnyn
وَمَا,وما,Wama,wma
كَانَ,كان,kana,kan
لِنَفْسٍ,لنفس,linafsin,lnfs
أَن,ان,an,an
تُؤْمِنَ,تومن,tumina,twmn
إِلَّا,الا,illa,ala
بِإِذْنِ,باذن,biithni,badhn
ٱللَّهِ,الله,Allahi,allh
وَيَجْعَلُ,ويجعل,wayajAAalu,wyjal
ٱلرِّجْسَ,الرجس,alrrijsa,alrjs
عَلَى,علي,AAala,aly
ٱلَّذِينَ,الذين,allatheena,aldhyn
لَا,لا,la,la
يَعْقِلُونَ,يعقلون,yaAAqiloona,yaqlwn
قُلِ,قل,Quli,ql
ٱنظُرُوا,انظروا,onthuroo,anzrwa
مَاذَا,ماذا,matha,madha
فِى,في,fee,fy
ٱلسَّمَٰوَٰتِ,السماوات,alssamawati,alsmawat
وَٱلْأَرْضِ,والارض,waalardi,walard
وَمَا,وما,wama,wma
تُغْنِى,تغني,tughnee,tghny
ٱلْءَايَٰتُ,الءايات,alayatu,alaayat
وَٱلنُّذُرُ,والنذر,waalnnuthuru,walndhr
عَن,عن,AAan,an
قَوْمٍ,قوم,qawmin,qwm
لَّا,لا,la,la
يُؤْمِنُونَ,يومنون,yuminoona,ywmnwn
فَهَلْ,فهل,Fahal,fhl
يَنتَظِرُونَ,ينتظرون,yantathiroona,yntzrwn
إِلَّا,الا,illa,ala
مِثْلَ,مثل,mithla,mthl
أَيَّامِ,ايام,ayyami,ayam
ٱلَّذِينَ,الذين,allatheena,aldhyn
خَلَوْا,خلوا,khalaw,khlwa
مِن,من,min,mn
قَبْلِهِمْ,قبلهم,qablihim,qblhm
قُلْ,قل,qul,ql
فَٱنتَظِرُوٓا,فانتظروا,faintathiroo,fantzrwa
إِنِّى,اني,innee,any
مَعَكُم,معكم,maAAakum,makm
مِّنَ,من,mina,mn
ٱلْمُنتَظِرِينَ,المنتظرين,almuntathireena,almntzryn
ثُمَّ,ثم,Thumma,thm
نُنَجِّى,ننجي,nunajjee,nnjy
رُسُلَنَا,رسلنا,rusulana,rslna
وَٱلَّذِينَ,والذين,waallatheena,waldhyn
ءَامَنُوا,ءامنوا,amanoo,aamnwa
كَذَٰلِكَ,كذالك,kathalika,kdhalk
حَقًّا,حقا,haqqan,hqa
عَلَيْنَا,علينا,AAalayna,alyna
نُنجِ,ننج,nunjee,nnj
ٱلْمُؤْمِنِينَ,المومنين,almumineena,almwmnyn
وَأَنْ,وان,Waan,wan
أَقِمْ,اقم,aqim,aqm
وَجْهَكَ,وجهك,wajhaka,wjhk
لِلدِّينِ,للدين,lilddeeni,lldyn
حَنِيفًا,حنيفا,haneefan,hnyfa
وَلَا,ولا,wala,wla
تَكُونَنَّ,تكونن,takoonanna,tkwnn
مِنَ,من,mina,mn
ٱلْمُشْرِكِينَ,المشركين,almushrikeena,almshrkyn
وَلَا,ولا,Wala,wla
تَدْعُ,تدع,tadAAu,tda
مِن,من,min,mn
دُونِ,دون,dooni,dwn
ٱللَّهِ,الله,Allahi,allh
مَا,ما,ma,ma
لَا,لا,la,la
يَنفَعُكَ,ينفعك,yanfaAAuka,ynfak
وَلَا,ولا,wala,wla
يَضُرُّكَ,يضرك,yadurruka,ydrk
فَإِن,فان,fain,fan
فَعَلْتَ,فعلت,faAAalta,falt
فَإِنَّكَ,فانك,fainnaka,fank
إِذًا,اذا,ithan,adha
مِّنَ,من,mina,mn
ٱلظَّٰلِمِينَ,الظالمين,alththalimeena,alzalmyn
وَإِن,وان,Wain,wan
يَمْسَسْكَ,يمسسك,yamsaska,ymssk
ٱللَّهُ,الله,Allahu,allh
بِضُرٍّ,بضر,bidurrin,bdr
فَلَا,فلا,fala,fla
كَاشِفَ,كاشف,kashifa,kashf
لَهُٓ,له,lahu,lh
إِلَّا,الا,illa,ala
هُوَ,هو,huwa,hw
وَإِن,وان,wain,wan
يُرِدْكَ,يردك,yuridka,yrdk
بِخَيْرٍ,بخير,bikhayrin,bkhyr
فَلَا,فلا,fala,fla
رَآدَّ,راد,radda,rad
لِفَضْلِهِ,لفضله,lifadlihi,lfdlh
يُصِيبُ,يصيب,yuseebu,ysyb
بِهِ,به,bihi,bh
مَن,من,man,mn
يَشَآءُ,يشاء,yashao,yshaa
مِنْ,من,min,mn
عِبَادِهِ,عباده,AAibadihi,abadh
وَهُوَ,وهو,wahuwa,whw
ٱلْغَفُورُ,الغفور,alghafooru,alghfwr
ٱلرَّحِيمُ,الرحيم,alrraheemu,alrhym
وَٱتَّبِعْ,واتبع,WaittabiAA,watba
مَا,ما,ma,ma
يُوحَىٰٓ,يوحيا,yooha,ywhya
إِلَيْكَ,اليك,ilayka,alyk
وَٱصْبِرْ,واصبر,waisbir,wasbr
حَتَّىٰ,حتيا,hatta,htya
يَحْكُمَ,يحكم,yahkuma,yhkm
ٱللَّهُ,الله,Allahu,allh
وَهُوَ,وهو,wahuwa,whw
خَيْرُ,خير,khayru,khyr
ٱلْحَٰكِمِينَ,الحاكمين,alhakimeena,alhakmyn
أَلَّا,الا,Alla,ala
تَعْبُدُوٓا,تعبدوا,taAAbudoo,tabdwa
إِلَّا,الا,illa,ala
ٱللَّهَ,الله,Allaha,allh
إِنَّنِى,انني,innanee,anny
لَكُم,لكم,lakum,lkm
مِّنْهُ,منه,minhu,mnh
نَذِيرٌ,نذير,natheerun,ndhyr
وَبَشِيرٌ,وبشير,wabasheerun,wbshyr
وَأَنِ,وان,Waani,wan
ٱسْتَغْفِرُوا,استغفروا,istaghfiroo,astghfrwa
رَبَّكُمْ,ربكم,rabbakum,rbkm
ثُمَّ,ثم,thumma,thm
تُوبُوٓا,توبوا,tooboo,twbwa
إِلَيْهِ,اليه,ilayhi,alyh
يُمَتِّعْكُم,يمتعكم,yumattiAAkum,ymtakm
مَّتَٰعًا,متاعا,mataAAan,mtaaa
حَسَنًا,حسنا,hasanan,hsna
إِلَىٰٓ,اليا,ila,alya
أَجَلٍ,اجل,ajalin,ajl
مُّسَمًّى,مسمي,musamman,msmy
وَيُؤْتِ,ويوت,wayuti,wywt
كُلَّ,كل,kulla,kl
ذِى,ذي,thee,dhy
فَضْلٍ,فضل,fadlin,fdl
فَضْلَهُ,فضله,fadlahu,fdlh
وَإِن,وان,wain,wan
تَوَلَّوْا,تولوا,tawallaw,twlwa
فَإِنِّىٓ,فاني,fainee,fany
أَخَافُ,اخاف,akhafu,akhaf
عَلَيْكُمْ,عليكم,AAalaykum,alykm
عَذَابَ,عذاب,AAathaba,adhab
يَوْمٍ,يوم,yawmin,ywm
كَبِيرٍ,كبير,kabeerin,kbyr
إِلَى,الي,Ila,aly
ٱللَّهِ,الله,Allahi,allh
مَرْجِعُكُمْ,مرجعكم,marjiAAukum,mrjakm
وَهُوَ,وهو,wahuwa,whw
عَلَىٰ,عليا,AAala,alya
كُلِّ,كل,kulli,kl
شَىْءٍ,شيء,shayin,shya
قَدِيرٌ,قدير,qadeerun,qdyr
أَلَآ,الا,Ala,ala
إِنَّهُمْ,انهم,innahum,anhm
يَثْنُونَ,يثنون,yathnoona,ythnwn
صُدُورَهُمْ,صدورهم,sudoorahum,sdwrhm
لِيَسْتَخْفُوا,ليستخفوا,liyastakhfoo,lystkhfwa
مِنْهُ,منه,minhu,mnh
أَلَا,الا,ala,ala
حِينَ,حين,heena,hyn
يَسْتَغْشُونَ,يستغشون,yastaghshoona,ystghshwn
ثِيَابَهُمْ,ثيابهم,thiyabahum,thyabhm
يَعْلَمُ,يعلم,yaAAlamu,yalm
مَا,ما,ma,ma
يُسِرُّونَ,يسرون,yusirroona,ysrwn
وَمَا,وما,wama,wma
يُعْلِنُونَ,يعلنون,yuAAlinoona,yalnwn
إِنَّهُ,انه,innahu,anh
عَلِيمٌ,عليم,AAaleemun,alym
بِذَاتِ,بذات,bithati,bdhat
ٱلصُّدُورِ,الصدور,alssudoori,alsdwr
وَمَا,وما,Wama,wma
مِن,من,min,mn
دَآبَّةٍ,دابه,dabbatin,dabh
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
إِلَّا,الا,illa,ala
عَلَى,علي,AAala,aly
ٱللَّهِ,الله,Allahi,allh
رِزْقُهَا,رزقها,rizquha,rzqha
وَيَعْلَمُ,ويعلم,wayaAAlamu,wyalm
مُسْتَقَرَّهَا,مستقرها,mustaqarraha,mstqrha
وَمُسْتَوْدَعَهَا,ومستودعها,wamustawdaAAaha,wmstwdaha
كُلٌّ,كل,kullun,kl
فِى,في,fee,fy
كِتَٰبٍ,كتاب,kitabin,ktab
مُّبِينٍ,مبين,mubeenin,mbyn
وَهُوَ,وهو,Wahuwa,whw
ٱلَّذِى,الذي,allathee,aldhy
خَلَقَ,خلق,khalaqa,khlq
ٱلسَّمَٰوَٰتِ,السماوات,alssamawati,alsmawat
وَٱلْأَرْضَ,والارض,waalarda,walard
فِى,في,fee,fy
سِتَّةِ,سته,sittati,sth
أَيَّامٍ,ايام,ayyamin,ayam
وَكَانَ,وكان,wakana,wkan
عَرْشُهُ,عرشه,AAarshuhu,arshh
عَلَى,علي,AAala,aly
ٱلْمَآءِ,الماء,almai,almaa
لِيَبْلُوَكُمْ,ليبلوكم,liyabluwakum,lyblwkm
أَيُّكُمْ,ايكم,ayyukum,aykm
أَحْسَنُ,احسن,ahsanu,ahsn
عَمَلًا,عملا,AAamalan,amla
وَلَئِن,ولين,walain,wlyn
قُلْتَ,قلت,qulta,qlt
إِنَّكُم,انكم,innakum,ankm
مَّبْعُوثُونَ,مبعوثون,mabAAoothoona,mbawthwn
مِن,من,min,mn
بَعْدِ,بعد,baAAdi,bad
ٱلْمَوْتِ,الموت,almawti,almwt
لَيَقُولَنَّ,ليقولن,layaqoolanna,lyqwln
ٱلَّذِينَ,الذين,allatheena,aldhyn
كَفَرُوٓا,كفروا,kafaroo,kfrwa
إِنْ,ان,in,an
هَٰذَآ,هاذا,hatha,hadha
إِلَّا,الا,illa,ala
سِحْرٌ,سحر,sihrun,shr
مُّبِينٌ,مبين,mubeenun,mbyn
وَلَئِنْ,ولين,Walain,wlyn
أَخَّرْنَا,اخرنا,akhkharna,akhrna
عَنْهُمُ,عنهم,AAanhumu,anhm
ٱلْعَذَابَ,العذاب,alAAathaba,aladhab
إِلَىٰٓ,اليا,ila,alya
أُمَّةٍ,امه,ommatin,amh
مَّعْدُودَةٍ,معدوده,maAAdoodatin,madwdh
لَّيَقُولُنَّ,ليقولن,layaqoolunna,lyqwln
مَا,ما,ma,ma
يَحْبِسُهُٓ,يحبسه,yahbisuhu,yhbsh
أَلَا,الا,ala,ala
يَوْمَ,يوم,yawma,ywm
يَأْتِيهِمْ,ياتيهم,yateehim,yatyhm
لَيْسَ,ليس,laysa,lys
مَصْرُوفًا,مصروفا,masroofan,msrwfa
عَنْهُمْ,عنهم,AAanhum,anhm
وَحَاقَ,وحاق,wahaqa,whaq
بِهِم,بهم,bihim,bhm
مَّا,ما,ma,ma
كَانُوا,كانوا,kanoo,kanwa
بِهِ,به,bihi,bh
يَسْتَهْزِءُونَ,يستهزءون,yastahzioona,ysthzawn
وَلَئِنْ,ولين,Walain,wlyn
أَذَقْنَا,اذقنا,athaqna,adhqna
ٱلْإِنسَٰنَ,الانسان,alinsana,alansan
مِنَّا,منا,minna,mna
رَحْمَةً,رحمه,rahmatan,rhmh
ثُمَّ,ثم,thumma,thm
نَزَعْنَٰهَا,نزعناها,nazaAAnaha,nzanaha
مِنْهُ,منه,minhu,mnh
إِنَّهُ,انه,innahu,anh
لَيَـُٔوسٌ,ليوس,layaoosun,lyws
كَفُورٌ,كفور,kafoorun,kfwr
وَلَئِنْ,ولين,Walain,wlyn
أَذَقْنَٰهُ,اذقناه,athaqnahu,adhqnah
نَعْمَآءَ,نعماء,naAAmaa,namaa
بَعْدَ,بعد,baAAda,bad
ضَرَّآءَ,ضراء,darraa,draa
مَسَّتْهُ,مسته,massathu,msth
لَيَقُولَنَّ,ليقولن,layaqoolanna,lyqwln
ذَهَبَ,ذهب,thahaba,dhhb
ٱلسَّيِّـَٔاتُ,السيات,alssayyiatu,alsyat
عَنِّىٓ,عني,AAannee,any
إِنَّهُ,انه,innahu,anh
لَفَرِحٌ,لفرح,lafarihun,lfrh
فَخُورٌ,فخور,fakhoorun,fkhwr
إِلَّا,الا,Illa,ala
ٱلَّذِينَ,الذين,allatheena,aldhyn
صَبَرُوا,صبروا,sabaroo,sbrwa
وَعَمِلُوا,وعملوا,waAAamiloo,wamlwa
ٱلصَّٰلِحَٰتِ,الصالحات,alssalihati,alsalhat
أُولَٰٓئِكَ,اولايك,olaika,awlayk
لَهُم,لهم,lahum,lhm
مَّغْفِرَةٌ,مغفره,maghfiratun,mghfrh
وَأَجْرٌ,واجر,waajrun,wajr
كَبِيرٌ,كبير,kabeerun,kbyr
فَلَعَلَّكَ,فلعلك,FalaAAallaka,flalk
تَارِكٌ,تارك,tarikun,tark
بَعْضَ,بعض,baAAda,bad
مَا,ما,ma,ma
يُوحَىٰٓ,يوحيا,yooha,ywhya
إِلَيْكَ,اليك,ilayka,alyk
وَضَآئِقٌ,وضايق,wadaiqun,wdayq
بِهِ,به,bihi,bh
صَدْرُكَ,صدرك,sadruka,sdrk
أَن,ان,an,an
يَقُولُوا,يقولوا,yaqooloo,yqwlwa
لَوْلَآ,لولا,lawla,lwla
أُنزِلَ,انزل,onzila,anzl
عَلَيْهِ,عليه,AAalayhi,alyh
كَنزٌ,كنز,kanzun,knz
أَوْ,او,aw,aw
جَآءَ,جاء,jaa,jaa
مَعَهُ,معه,maAAahu,mah
مَلَكٌ,ملك,malakun,mlk
إِنَّمَآ,انما,innama,anma
أَنتَ,انت,anta,ant
نَذِيرٌ,نذير,natheerun,ndhyr
وَٱللَّهُ,والله,waAllahu,wallh
عَلَىٰ,عليا,AAala,alya
كُلِّ,كل,kulli,kl
شَىْءٍ,شيء,shayin,shya
وَكِيلٌ,وكيل,wakeelun,wkyl
أَمْ,ام,Am,am
يَقُولُونَ,يقولون,yaqooloona,yqwlwn
ٱفْتَرَىٰهُ,افترياه,iftarahu,aftryah
قُلْ,قل,qul,ql
فَأْتُوا,فاتوا,fatoo,fatwa
بِعَشْرِ,بعشر,biAAashri,bashr
سُوَرٍ,سور,suwarin,swr
مِّثْلِهِ,مثله,mithlihi,mthlh
مُفْتَرَيَٰتٍ,مفتريات,muftarayatin,mftryat
وَٱدْعُوا,وادعوا,waodAAoo,wadawa
مَنِ,من,mani,mn
ٱسْتَطَعْتُم,استطعتم,istataAAtum,asttatm
مِّن,من,min,mn
دُونِ,دون,dooni,dwn
ٱللَّهِ,الله,Allahi,allh
إِن,ان,in,an
كُنتُمْ,كنتم,kuntum,kntm
صَٰدِقِينَ,صادقين,sadiqeena,sadqyn
فَإِلَّمْ,فالم,Faillam,falm
يَسْتَجِيبُوا,يستجيبوا,yastajeeboo,ystjybwa
لَكُمْ,لكم,lakum,lkm
فَٱعْلَمُوٓا,فاعلموا,faiAAlamoo,faalmwa
أَنَّمَآ,انما,annama,anma
أُنزِلَ,انزل,onzila,anzl
بِعِلْمِ,بعلم,biAAilmi,balm
ٱللَّهِ,الله,Allahi,allh
وَأَن,وان,waan,wan
لَّآ,لا,la,la
إِلَٰهَ,الاه,ilaha,alah
إِلَّا,الا,illa,ala
هُوَ,هو,huwa,hw
فَهَلْ,فهل,fahal,fhl
أَنتُم,انتم,antum,antm
مُّسْلِمُونَ,مسلمون,muslimoona,mslmwn
مَن,من,Man,mn
كَانَ,كان,kana,kan
يُرِيدُ,يريد,yureedu,yryd
ٱلْحَيَوٰةَ,الحيواه,alhayata,alhywah
ٱلدُّنْيَا,الدنيا,alddunya,aldnya
وَزِينَتَهَا,وزينتها,wazeenataha,wzyntha
نُوَفِّ,نوف,nuwaffi,nwf
إِلَيْهِمْ,اليهم,ilayhim,alyhm
أَعْمَٰلَهُمْ,اعمالهم,aAAmalahum,aamalhm
فِيهَا,فيها,feeha,fyha
وَهُمْ,وهم,wahum,whm
فِيهَا,فيها,feeha,fyha
لَا,لا,la,la
يُبْخَسُونَ,يبخسون,yubkhasoona,ybkhswn
أُولَٰٓئِكَ,اولايك,Olaika,awlayk
ٱلَّذِينَ,الذين,allatheena,aldhyn
لَيْسَ,ليس,laysa,lys
لَهُمْ,لهم,lahum,lhm
فِى,في,fee,fy
ٱلْءَاخِرَةِ,الءاخره,alakhirati,alaakhrh
إِلَّا,الا,illa,ala
ٱلنَّارُ,النار,alnnaru,alnar
وَحَبِطَ,وحبط,wahabita,whbt
مَا,ما,ma,ma
صَنَعُوا,صنعوا,sanaAAoo,snawa
فِيهَا,فيها,feeha,fyha
وَبَٰطِلٌ,وباطل,wabatilun,wbatl
مَّا,ما,ma,ma
كَانُوا,كانوا,kanoo,kanwa
يَعْمَلُونَ,يعملون,yaAAmaloona,yamlwn
أَفَمَن,افمن,Afaman,afmn
كَانَ,كان,kana,kan
عَلَىٰ,عليا,AAala,alya
بَيِّنَةٍ,بينه,bayyinatin,bynh
مِّن,من,min,mn
رَّبِّهِ,ربه,rabbihi,rbh
وَيَتْلُوهُ,ويتلوه,wayatloohu,wytlwh
شَاهِدٌ,شاهد,shahidun,shahd
مِّنْهُ,منه,minhu,mnh
وَمِن,ومن,wamin,wmn
قَبْلِهِ,قبله,qablihi,qblh
كِتَٰبُ,كتاب,kitabu,ktab
مُوسَىٰٓ,موسيا,moosa,mwsya
إِمَامًا,اماما,imaman,amama
وَرَحْمَةً,ورحمه,warahmatan,wrhmh
أُولَٰٓئِكَ,اولايك,olaika,awlayk
يُؤْمِنُونَ,يومنون,yuminoona,ywmnwn
بِهِ,به,bihi,bh
وَمَن,ومن,waman,wmn
يَكْفُرْ,يكفر,yakfur,ykfr
بِهِ,به,bihi,bh
مِنَ,من,mina,mn
ٱلْأَحْزَابِ,الاحزاب,alahzabi,alahzab
فَٱلنَّارُ,فالنار,faalnnaru,falnar
مَوْعِدُهُ,موعده,mawAAiduhu,mwadh
فَلَا,فلا,fala,fla
تَكُ,تك,taku,tk
فِى,في,fee,fy
مِرْيَةٍ,مريه,miryatin,mryh
مِّنْهُ,منه,minhu,mnh
إِنَّهُ,انه,innahu,anh
ٱلْحَقُّ,الحق,alhaqqu,alhq
مِن,من,min,mn
رَّبِّكَ,ربك,rabbika,rbk
وَلَٰكِنَّ,ولاكن,walakinna,wlakn
أَكْثَرَ,اكثر,akthara,akthr
ٱلنَّاسِ,الناس,alnnasi,alnas
لَا,لا,la,la
يُؤْمِنُونَ,يومنون,yuminoona,ywmnwn
وَمَنْ,ومن,Waman,wmn
أَظْلَمُ,اظلم,athlamu,azlm
مِمَّنِ,ممن,mimmani,mmn
ٱفْتَرَىٰ,افتريا,iftara,aftrya
عَلَى,علي,AAala,aly
ٱللَّهِ,الله,Allahi,allh
كَذِبًا,كذبا,kathiban,kdhba
أُولَٰٓئِكَ,اولايك,olaika,awlayk
يُعْرَضُونَ,يعرضون,yuAAradoona,yardwn
عَلَىٰ,عليا,AAala,alya
رَبِّهِمْ,ربهم,rabbihim,rbhm
وَيَقُولُ,ويقول,wayaqoolu,wyqwl
ٱلْأَشْهَٰدُ,الاشهاد,alashhadu,alashhad
هَٰٓؤُلَآءِ,هاولاء,haolai,hawlaa
ٱلَّذِينَ,الذين,allatheena,aldhyn
كَذَبُوا,كذبوا,kathaboo,kdhbwa
عَلَىٰ,عليا,AAala,alya
رَبِّهِمْ,ربهم,rabbihim,rbhm
أَلَا,الا,ala,ala
لَعْنَةُ,لعنه,laAAnatu,lanh
ٱللَّهِ,الله,Allahi,allh
عَلَى,علي,AAala,aly
ٱلظَّٰلِمِينَ,الظالمين,alththalimeena,alzalmyn
ٱلَّذِينَ,الذين,Allatheena,aldhyn
يَصُدُّونَ,يصدون,yasuddoona,ysdwn
عَن,عن,AAan,an
سَبِيلِ,سبيل,sabeeli,sbyl
ٱللَّهِ,الله,Allahi,allh
وَيَبْغُونَهَا,ويبغونها,wayabghoonaha,wybghwnha
عِوَجًا,عوجا,AAiwajan,awja
وَهُم,وهم,wahum,whm
بِٱلْءَاخِرَةِ,بالءاخره,bialakhirati,balaakhrh
هُمْ,هم,hum,hm
كَٰفِرُونَ,كافرون,kafiroona,kafrwn
أُولَٰٓئِكَ,اولايك,Olaika,awlayk
لَمْ,لم,lam,lm
يَكُونُوا,يكونوا,yakoonoo,ykwnwa
مُعْجِزِينَ,معجزين,muAAjizeena,majzyn
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
وَمَا,وما,wama,wma
كَانَ,كان,kana,kan
لَهُم,لهم,lahum,lhm
مِّن,من,min,mn
دُونِ,دون,dooni,dwn
ٱللَّهِ,الله,Allahi,allh
مِنْ,من,min,mn
أَوْلِيَآءَ,اولياء,awliyaa,awlyaa
يُضَٰعَفُ,يضاعف,yudaAAafu,ydaaf
لَهُمُ,لهم,lahumu,lhm
ٱلْعَذَابُ,العذاب,alAAathabu,aladhab
مَا,ما,ma,ma
كَانُوا,كانوا,kanoo,kanwa
يَسْتَطِيعُونَ,يستطيعون,yastateeAAoona,ysttyawn
ٱلسَّمْعَ,السمع,alssamAAa,alsma
وَمَا,وما,wama,wma
كَانُوا,كانوا,kanoo,kanwa
يُبْصِرُونَ,يبصرون,yubsiroona,ybsrwn
أُولَٰٓئِكَ,اولايك,Olaika,awlayk
ٱلَّذِينَ,الذين,allatheena,aldhyn
خَسِرُوٓا,خسروا,khasiroo,khsrwa
أَنفُسَهُمْ,انفسهم,anfusahum,anfshm
وَضَلَّ,وضل,wadalla,wdl
عَنْهُم,عنهم,AAanhum,anhm
مَّا,ما,ma,ma
كَانُوا,كانوا,kanoo,kanwa
يَفْتَرُونَ,يفترون,yaftaroona,yftrwn
لَا,لا,La,la
جَرَمَ,جرم,jarama,jrm
أَنَّهُمْ,انهم,annahum,anhm
فِى,في,fee,fy
ٱلْءَاخِرَةِ,الءاخره,alakhirati,alaakhrh
هُمُ,هم,humu,hm
ٱلْأَخْسَرُونَ,الاخسرون,alakhsaroona,alakhsrwn
إِنَّ,ان,Inna,an
ٱلَّذِينَ,الذين,allatheena,aldhyn
ءَامَنُوا,ءامنوا,amanoo,aamnwa
وَعَمِلُوا,وعملوا,waAAamiloo,wamlwa
ٱلصَّٰلِحَٰتِ,الصالحات,alsalihati,alsalhat
وَأَخْبَتُوٓا,واخبتوا,waakhbatoo,wakhbtwa
إِلَىٰ,اليا,ila,alya
رَبِّهِمْ,ربهم,rabbihim,rbhm
أُولَٰٓئِكَ,اولايك,olaika,awlayk
أَصْحَٰبُ,اصحاب,ashabu,ashab
ٱلْجَنَّةِ,الجنه,aljannati,aljnh
هُمْ,هم,hum,hm
فِيهَا,فيها,feeha,fyha
خَٰلِدُونَ,خالدون,khalidoona,khaldwn
مَثَلُ,مثل,Mathalu,mthl
ٱلْفَرِيقَيْنِ,الفريقين,alfareeqayni,alfryqyn
كَٱلْأَعْمَىٰ,كالاعميا,kaalaAAma,kalaamya
وَٱلْأَصَمِّ,والاصم,waalasammi,walasm
وَٱلْبَصِيرِ,والبصير,waalbaseeri,walbsyr
وَٱلسَّمِيعِ,والسميع,waalssameeAAi,walsmya
هَلْ,هل,hal,hl
يَسْتَوِيَانِ,يستويان,yastawiyani,ystwyan
